,OBJECTID,PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL,PHAS_DESIGNATION,HA_LOW_RENT_SIZE_CATEGORY,HA_SECTION_8_SIZE_CATEGORY,HA_COMBINED_SIZE_CATEGORY,PHA_TOTAL_UNITS,SECTION8_UNITS_CNT,total_ph_units
3149,3150,AR038,Housing Authority of the City of Booneville,4796752130,4796752130.0,boonevilleha@centurytel.net,4796752130.0,4796752130.0,housing72927@outlook.com,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
1705,1706,SC039,HOUSING AUTHORITY OF KINGSTREE,8433557516,8433557517.0,ktha@ftc-i.net,8433557516.0,8433557517.0,dwilliams@kingstreeha.org,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
1693,1694,KY053,Housing Authority of Greensburg,2709324296,2709323566.0,gburghousing@windstream.net,,,,Substandard Financial,VERY SMALL (0-49),MEDIUM LOW (100-299),MEDIUM LOW (100-299),0,121,-121
1673,1674,TN056,Livingston Housing Authority,9318236423,9318236424.0,livhouseauth@twlakes.net,9318236423.0,9318236424.0,livhouseauth@twlakes.net,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
3178,3179,AR063,Housing Authority of the City of Pocahontas,8708929278,8708921241.0,bwkj1976@gmail.com,,,,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
3553,3554,TN015,Athens Housing Authority,4237450341,4237450362.0,ross@athenstnha.com,4237450341.0,4237450362.0,ross@athenstnha.com,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
607,608,MD016,Elkton Housing Authority,4103985018,4103985019.0,nhopkins@elktonha.org,8438105073.0,,cindiherrera.cha@gmail.com,Standard Performer,SMALL (50-99),VERY SMALL (0-49),SMALL (50-99),0,0,0
1632,1633,TN084,Gallaway Housing Authority,9018678101,,,,,,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
3536,3537,IA007,Low Rent Housing Agency Of Hamburg,7123821557,7123821016.0,parkwashplaza@gmail.com,7123821557.0,7123821016.0,parkwashplaza@gmail.com,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
1563,1564,MI166,Bay County Housing Department,9898958191,9898957419.0,brunettz@baycounty.net,9898958191.0,9898957419.0,brunettz@baycounty.net,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
1414,1415,GA104,Housing Authority of the City of Sylvester,2297767621,2297769674.0,mallen@shauthority.com,2297767621.0,2297769674.0,mallen@shauthority.com,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
1421,1422,GA221,Housing Authority of the City of Hinesville,9128766561,9123692009.0,hhaph@hinesvillehousing.org,9128766561.0,9123692009.0,debra_williams@hinesvillehousing.org,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
1437,1438,GA183,Housing Authority of the City of Winder,7708677495,7703070126.0,myawn@winderhousing.com,7708674907.0,7703070126.0,myawn@winderhousing.com,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
3243,3244,TX220,Housing Authority of Windom,9035833336,9035832035.0,aminton@texoma.cog.tx.us,9035833336.0,9035852035.0,areider@texomahousing.org,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
3242,3243,TX127,Housing Authority of Trenton,9035833336,9035832035.0,aminton@texoma.cog.tx.us,9035833336.0,9035832035.0,areider@texomahousing.org,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
1447,1448,GA269,"CITY OF ATLANTA, Dept. of Housing and Community Development",4704215051,4047394186.0,gejones@atlantaga.gov,,,,,,VERY SMALL (0-49),VERY SMALL (0-49),0,44,-44
1377,1378,KS031,City of Clay Center,7856322100,7856326363.0,jkaul1@yahoo.com,7856322100.0,7856326363.0,jkaul1@yahoo.com,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
3482,3483,LA090,Housing Authority of the City of Houma,9858764755,9858766093.0,ngilton@hthousing.com,9858764755.0,,ngilton@hthousing.com,Standard Performer,MEDIUM HIGH (300-999),VERY SMALL (0-49),MEDIUM HIGH (300-999),0,0,0
1454,1455,WI017,Merrill Housing Authority,7155367386,7155390846.0,lross@merrillha.com,7155367386.0,7155390846.0,lross@merrillha.com,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
689,690,NE028,Pawnee City Housing Authority,4028522133,4028523169.0,anussbaum@fallscityhousing.org,4028522133.0,,anussbaum@fallscityhousing.org,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
1490,1491,GA107,Housing Authority of the City of Villa Rica,7704564946,7704564993.0,,7703662961.0,7704564993.0,vrha@mindspring.com,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
1529,1530,GA223,Housing Authority of the City of Roberta,4788363530,4788362540.0,crha616@aol.com,4788363530.0,4788362540.0,CRHA616@aol.com,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
1542,1543,FL016,The Housing Authority of the City of Sanford,4073233150,4076881476.0,Vivian.Bryant@orl-oha.org,4078953300.0,4078950820.0,vivian.bryant@orl-oha.org,Troubled Performer,VERY SMALL (0-49),VERY SMALL (0-49),SMALL (50-99),0,0,0
3219,3220,TX054,New Boston Property Management,9036282951,9036288001.0,cal.davis@nbhatx.org,9036282951.0,9036288001.0,cal.davis@netxproperties.org,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
3487,3488,WI074,Green Bay Housing Authority,9204923790,9204923789.0,,9204483412.0,,cheryl.renier-wigg@greenbaywi.gov,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
2847,2848,MI088,Paw Paw Housing Commission,2696574776,2696574925.0,p.winston@yahoo.com,,,,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
1840,1841,GA093,Housing Authority of the City of Lawrenceville,7709634900,7703388447.0,,7709634900.0,,lejla@lhainfo.com,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
67,68,MA187,Berkshire County Regional Housing Authority,4134437138,4134438137.0,alyssac@bcrha.com,4134437138.0,4134438137.0,bradg@bcrha.com,,,VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
3807,3808,TX097,Housing Authority of Savoy,9035833336,9035832035.0,aminton@texoma.cog.tx.us,9035833336.0,9035832035.0,areider@texomahousing.org,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
2834,2835,MS080,The Housing Authority of the City of Walnut,6622868437,6622871996.0,jspencer@tvrha.com,6622868437.0,6622871996.0,jspencer@tvrha.com,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
2647,2648,TX199,Housing Authority of Tioga,9402937660,9404372272.0,aminton@texoma.cog.tx.us,9035833336.0,9035832035.0,areider@texomahousing.org,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
2641,2642,OK052,Housing Authority of the City of Boley,9186673632,9186673644.0,boleyhousingauth@cotc.net,9186673632.0,,boleyhousingauth@cotc.net,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
2823,2824,OK012,Housing Authority of the City of Picher,9186732126,9186732131.0,picherhousing@sbcglobal.net,9186732126.0,9186732131.0,picherhousing@sbcglobal.net,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
2820,2821,MI026,Ypsilanti Housing Commission,7344824300,7344825515.0,zfosler@ypsilantihc.org,7344824300.0,7344825515.0,zfosler@ypsilantihc.org,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
2730,2731,AR076,Housing Authority of the City of Mount Ida,8708672332,8708672332.0,housingmtida@outlook.com,4796752130.0,4796752130.0,housing72927@outlook.com,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
37,38,MA061,Wilmington Housing Authority,9786588531,9786574003.0,elamacchia@wilmingtonha.org,9786588531.0,,ELaMacchia@WILMINGTONHA.ORG,,,VERY SMALL (0-49),VERY SMALL (0-49),0,11,-11
2745,2746,TX219,Housing Authority of Groesbeck,2547293204,2547298954.0,jraymond@libertyha.org,2547293204.0,2547298954.0,jraymond@libertyha.org,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
2749,2750,MS086,Housing Authority of the City of Vicksburg,6016381661,6016386993.0,bwashington@vicksburgha.org,6016381661.0,6016386993.0,bwashington@vicksburgha.org,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
2750,2751,AR172,Housing Authority of the City of Cotton Plant,8704592531,8704592531.0,cottonplanthousing@gmail.com,8705523554.0,,dgates@lonokepha.com,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
2753,2754,NM049,Housing Authority of the County of San Miguel,5054541813,5054263035.0,,,,,,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
2591,2592,TX079,Housing Authority of the City of Killeen,2543271164,2546349724.0,demetria.hunt@killeenha.org,5129965057.0,,hakilleentx@gmail.com,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),MEDIUM LOW (100-299),0,0,0
2783,2784,MS063,The Housing Authority of the City of Yazoo City,6017462226,6017462230.0,bwashington@yazoocityha.org,6019535700.0,6017462230.0,bwashington@yazoocityha.org,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),0,0,0
259,260,MA169,Swansea Housing Authority,5086795828,5086791563.0,swanseaha@aol.com,5086795828.0,,swanseaha@aol.com,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),6,0,6
3698,3699,TX323,Falls City Housing Authority,8305832321,8304004150.0,cristi@kenedyhousing.info,8305832321.0,,cristi@kenedyhousing.info,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),8,0,8
3393,3394,OK042,Housing Authority of the Town of Roosevelt,5806392765,5806392510.0,rhasha018@windstream.net,5806392765.0,5806392510.0,rhasha018@windstream.net,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),8,0,8
52,53,RQ027,MUNICIPALITY OF LOIZA,7878761040,7878763405.0,ldpizarro@municipiodeloiza.net,7878763325.0,7878763405.0,azcanales@municipiodeloiza.net,,,VERY SMALL (0-49),VERY SMALL (0-49),8,8,0
3315,3316,OK053,Housing Authority of the Town of Indiahoma,5804293405,5804293405.0,cha026@yahoo.com,5804293405.0,5804293405.0,cha026@yahoo.com,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),8,0,8
3303,3304,TX289,Housing Authority of the City of Cumby,9039942419,9039942254.0,cumbyhousingauthority@gmail.com,9039942419.0,,cumbyhousingauthority@gmail.com,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),9,0,9
1249,1250,NE043,Lynch Housing Authority,4025692910,4025692911.0,housing@threeriver.net,4025692910.0,4025692911.0,housing@threeriver.net,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),10,0,10
3047,3048,TX156,Housing Authority of Spearman,8066599990,,haotcos@ptsi.net,8066599990.0,8066599990.0,haotcos@outlook.com,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),10,0,10
3240,3241,TX145,Housing Authority of Talco,9033792841,9033794020.0,talcoha@peoplescom.net,9033792841.0,9033794020.0,talcoha@peoplescom.net,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),10,0,10
2269,2270,TX293,Housing Authority of Rankin,4326932924,4326932924.0,bernie@odessahatx.com,4323331088.0,4323378712.0,andrew@odessahatx.com,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),10,0,10
278,279,CT066,Housing Authority of the Town of Brooklyn,8609636829,8609636832.0,info@putnamhousing.org,8609636829.0,8609636832.0,kathycarter@putnamhousing.org,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),11,0,11
1073,1074,KS051,Gaylord Housing Authority,7856972690,7856972690.0,gaylhoau@ruraltel.net,7856972690.0,7856972691.0,gaylhoau@ruraltel.net,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),12,0,12
3410,3411,OK070,Housing Authority of the Town of Terral,5804372433,5804372433.0,terralha@gmail.com,5804372433.0,5802286219.0,terralha@gmail.com,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),12,0,12
2185,2186,TX157,Housing Authority of McLean,8067792101,8067798995.0,mcleanha@sbcglobal.net,8067792101.0,8067798995.0,mcleanha@sbcglobal.net,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),12,0,12
767,768,NE011,Gresham Housing Authority,4027357292,4023673641.0,greshamhane@gmail.com,4027357292.0,4027357295.0,greshamhane@gmail.com,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),12,0,12
1458,1459,KS026,Luray Housing Authority,7856982455,7856982513.0,lhousing@gorhamtel.com,7856982455.0,7856982513.0,lhousing@gorhamtel.com,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),12,0,12
1349,1350,FL076,RIVIERA BEACH HOUSING AUTHORITY,5618457450,8004318738.0,jhurt@rivierabeachha.com,5618457450.0,8004318738.0,jhurt@rivierabeachha.com,Troubled Performer,SMALL (50-99),VERY SMALL (0-49),MEDIUM LOW (100-299),13,0,13
2471,2472,KS050,Agra Housing Authority,7856382858,7856382201.0,agrahoau@ruraltel.net,7856382858.0,,agrahoau@ruraltel.net,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),14,0,14
187,188,MA135,Wellesley Housing Authority,7812350223,7812390802.0,jsullivan@wellesleyhousing.org,7812350223.0,,jsullivan@wellesleyhousing.org,,,VERY SMALL (0-49),VERY SMALL (0-49),14,14,0
1530,1531,GA175,Housing Authority of the City of Rochelle,2293651869,2293651869.0,rochelle.ga.ha@gmail.com,2293651869.0,2293651869.0,rochellehousing@windstream.net,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),14,0,14
1701,1702,MO132,Housing Authority of the City of Olivette,3142273130,3144282937.0,olivette@haslc.com,3142273114.0,,skoenig@haslc.com,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),14,0,14
2716,2717,TX271,Housing Authority of City of Oglesby,2544562590,2544702520.0,oglesbyha@att.net,2544562590.0,2544702520.0,oglesbyha@att.net,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),14,0,14
1790,1791,AL141,Housing Authority of the Town of Kennedy,2057122228,,kha141pha@gmail.com,2057122228.0,,kha141pha@gmail.com,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),14,0,14
3605,3606,TX241,Housing Authority of Alba,9037652541,9037659019.0,albahousingauthority@gmail.com,9037652541.0,9037659019.0,albahousingauthority@gmail.com,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),14,0,14
3782,3783,LA266,Town of White Castle,2253447187,2253447129.0,ramandassoc@mindspring.com,2253447187.0,2253447129.0,ramandassoc@mindspring.com,,,VERY SMALL (0-49),VERY SMALL (0-49),14,14,0
1394,1395,GA192,Housing Authority of the City of Crawfordville,7064653479,7064652121.0,laura.williamson@egahousing.org,7065954878.0,7065952953.0,laura.williamson@egahousing.org,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),14,0,14
2088,2089,AL143,Housing Authority of the Town of Slocomb,3348863473,3348863473.0,cityofdaleville1@centurytel.net,3347149478.0,,CITYOFDALEVILLE@CENTURYTEL.NET,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),14,0,14
3627,3628,AR078,Housing Authority of the City of Dell,8705642395,8705642328.0,dellha@att.net,8705642395.0,8705642328.0,dellha@att.net,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),14,0,14
1126,1127,NE042,Greeley Housing Authority,3084284375,3084284375.0,greeley@centercable.tv,4022764052.0,,Costello.Karla.m@gmail.com,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),14,0,14
2653,2654,OK064,Housing Authority of the Town of Seiling,5809224297,5809224397.0,housing@pldi.net,5809224297.0,5809224397.0,housing@pldi.net,Substandard Financial,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),14,0,14
2846,2847,AR081,Housing Authority of the City of Carthage,8702542523,8702542023.0,hacoc@windstream.net,8702542523.0,8702542023.0,hacoc@windstream.net,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),14,0,14
1589,1590,GA141,Housing Authority of the County of Screven,7065542233,7065541033.0,wborobm@bellsouth.net,7065542233.0,7065541033.0,wborobm@bellsouth.net,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),14,0,14
1048,1049,GA186,Housing Authority of the City of Abbeville,2294673202,2294672284.0,abbevilleha@windstream.net,2294673202.0,,abbevilleha@windstream.net,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),14,0,14
2780,2781,TX099,Housing Authority of Bryson,9403922075,9403922075.0,brysonha@brazosnet.com,9403922075.0,9403922075.0,brysonha@brazosnet.com,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),14,0,14
3534,3535,IA025,Essex Low Rent Housing Agency,7123793510,7122464711.0,southviewvill@heartland.net,4026090856.0,,pabs45@gmail.com,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),15,0,15
878,879,NE059,St. Edward Housing Authority,4026782288,4026782319.0,seha@gpcom.net,4026782288.0,4026782319.0,seha@gpcom.net,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),15,0,15
2522,2523,KS014,Linn Housing Authority,7853485774,7853485340.0,housinglinn@gmail.com,9133673323.0,9133676002.0,director@atchisonhousing.org,Substandard Financial,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),15,0,15
3345,3346,TX523,Electra Housing Authority,9404953476,9404952353.0,eha@electrahousingauthority.com,9404953476.0,,eha@electrahousingauthority.com,,,VERY SMALL (0-49),VERY SMALL (0-49),15,15,0
3541,3542,TX094,Housing Authority of Archer City,9405742241,9405744678.0,acha.executive@gmail.com,9405742241.0,9405744678.0,acha.executive@gmail.com,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),16,0,16
3506,3507,TX216,Housing Authority of Newcastle,9408463378,9408463578.0,housing@brazosnet.com,9408463378.0,9408463578.0,housing@brazosnet.com,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),16,0,16
3107,3108,TX287,Housing Authority of Como,9034883090,9034883029.0,comoha@suddenlinkmail.com,9034883090.0,9034883029.0,comoha@suddenlinkmail.com,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),16,0,16
3532,3533,LA229,Franklin Parish Police Jury,3184359429,3184359420.0,trenahoneycutt@yahoo.com,3187328051.0,,trena@fppj.org,,,VERY SMALL (0-49),VERY SMALL (0-49),16,16,0
2600,2601,NE082,Nelson Housing Authority,4022253611,4022253611.0,ec04146@windstream.net,4022253611.0,4022253611.0,ec04146@windstream.net,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),16,0,16
3226,3227,TX370,Housing Authority of Point,9035982531,9035986039.0,phousing370@verizon.net,9035982531.0,9035986039.0,phousing370@verizon.net,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),16,0,16
1659,1660,SD008,Kennebec Housing & Redevelopment Commission,6058692338,6058692163.0,kennebechousing@kennebectelephone.com,6058692338.0,6058692163.0,kennebechousing@kennebectelephone.com,Substandard Financial,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),16,0,16
3356,3357,LA084,Housing Authority of the Village of Parks,3374446012,,parksh084@gmail.com,3374446012.0,,parksh084@gmail.com,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),16,0,16
1233,1234,GA197,Housing Authority of the City of Union City,7702536461,7702530030.0,sstrozier@numail.org,7706838237.0,7702530030.0,sstrozier@numail.org,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),16,0,16
3451,3452,OK108,Housing Authority of the Town of Mountain Park,5805692868,5805694475.0,mphaok@yahoo.com,5805692868.0,,cha026@yahoo.com,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),16,0,16
1476,1477,KS158,Victoria Housing Authority,7857352620,7857352621.0,vicpha@ruraltel.net,7857352620.0,7857352621.0,vicpha@ruraltel.net,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),16,0,16
1920,1921,KS060,Waterville Housing Authority,7853632239,7853632239.0,lisahwha@gmail.com,7853632239.0,7853632239.0,lisahwha@gmail.com,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),16,0,16
3140,3141,TX212,Housing Authority of Mabank,9038874220,9038871671.0,director.mabank@phamail.com,9038874220.0,,director.mabank@phamail.com,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),16,0,16
3620,3621,OK046,Housing Authority of the Town of Hydro,4056632326,4056632345.0,ok046hydro@hotmail.com,4056632326.0,4056632345.0,ok046hydro@hotmail.com,High Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),16,0,16
1577,1578,CO007,Housing Authority of the Town of Holly,7195370191,7195370191.0,holly074@centurytel.net,7195370191.0,,hollyhousing876@gmail.com,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),16,0,16
297,298,CT056,Bloomfield Housing Authority,8605711238,8605711238.0,unaughton@blfdha.org,8605711238.0,,unaughton@blfdha.org,Standard Performer,VERY SMALL (0-49),VERY SMALL (0-49),VERY SMALL (0-49),16,0,16
